2.1.2019 308.13
3.1.2019 575.96
4.1.2019 700.98
5.1.2019 1292.99
7.1.2019 352.88
8.1.2019 1269.84
9.1.2019 1682.62
10.1.2019 741.39
11.1.2019 1680.08
12.1.2019 1484.92
14.1.2019 717.59
15.1.2019 391.17
16.1.2019 1561.15
17.1.2019 1511.85
18.1.2019 648.26
19.1.2019 1667.03
21.1.2019 694.47
22.1.2019 1014.79
24.1.2019 1023.13
25.1.2019 989.85
26.1.2019 635.43
27.1.2019 623.45
28.1.2019 1203.21
29.1.2019 846.51
30.1.2019 1497.48
31.1.2019 511.48
1.2.2019 432.34
2.2.2019 864.77
3.2.2019 1148.22
4.2.2019 483.12
5.2.2019 701.17
7.2.2019 1609.94
9.2.2019 828.69
10.2.2019 948.71
12.2.2019 791.74
13.2.2019 953.16
14.2.2019 799.12
15.2.2019 981.83
16.2.2019 484.6
17.2.2019 405.59
18.2.2019 1089.59
19.2.2019 859.69
20.2.2019 1310.08
21.2.2019 1175.6
22.2.2019 1217.08
23.2.2019 768.72
24.2.2019 516.86
25.2.2019 489.14
26.2.2019 1349.1
28.2.2019 1249.48
1.3.2019 1383.22
2.3.2019 1156.33
3.3.2019 687.83
4.3.2019 325.83
5.3.2019 1191.94
6.3.2019 693.16
7.3.2019 1282.2
8.3.2019 712.2
9.3.2019 1754.16
10.3.2019 1391.01
11.3.2019 1550.16
12.3.2019 1293.01
13.3.2019 888.58
14.3.2019 1604.32
15.3.2019 1185.1
16.3.2019 901.32
17.3.2019 539.29
18.3.2019 393.9
19.3.2019 1033.3
20.3.2019 1566.67
21.3.2019 354.24
22.3.2019 466.42
24.3.2019 834.01
26.3.2019 1226.35
27.3.2019 562.55
28.3.2019 731.48
29.3.2019 1770.81
31.3.2019 1263.95
1.4.2019 1522.88
3.4.2019 335.17
4.4.2019 1377.22
5.4.2019 1307.28
6.4.2019 651.7
7.4.2019 1031.08
9.4.2019 1305.46
10.4.2019 353.95
11.4.2019 689.28
12.4.2019 1206.58
13.4.2019 1118.46
15.4.2019 383.04
16.4.2019 1511.87
17.4.2019 832.78
18.4.2019 1747.36
19.4.2019 1627.0
20.4.2019 1601.98
21.4.2019 1269.22
